"May 8, 2019", Lenovo puts amd ryzen chips in thinkpads giving intel's rival a boost, Lenovo puts AMD Ryzen chips in ThinkPads giving Intel's rival a boost _ ITNews.pdf, img2.jpg
"May 6, 2019", Logitech g502 lightspeed review: the iconic mouse meets logitech's wireless powerplay tech, Logitech G502 Lightspeed review_ The iconic mouse meets Logitech's wireless Powerplay tech _ ITNews.pdf, img1.jpg
"May 1, 2019", with the 3a the google pixel is finally what it should be: a platform not a phone, With the 3a the Google Pixel is finally what it should be_ a platform not a phone _ ITNews.pdf, img4.jpg
